name,M_solar,M_kg,r_m,r_km,r_AU,r_ly,r_pc,r_s_m,r_s_km,x_dimensionless,horizon_ratio,r_ph_m,r_isco_m,inside_photon_sphere,inside_isco,Xi_segment_density,D_ssz_time_dilation,D_gr_time_dilation,stretch_factor,R_ssz_m,R_ssz_km,v_orbital_m_s,v_escape_m_s,v_orbital_ssz_m_s,v_escape_ssz_m_s,v_orbital_km_s,v_escape_km_s,v_orbital_ssz_km_s,v_escape_ssz_km_s,v_orbital_over_c,v_escape_over_c,tau_over_t,z_gr_redshift,z_ssz_redshift,T_orbital_seconds,T_orbital_years,T_orbital_ssz_seconds,T_orbital_ssz_years,g_m_s2,g_earth_g,phi_potential_J_kg,export_timestamp,phi_golden_ratio
Star_0911,3.3801936210e-01,6.7232051122e+29,2.9296091746e+19,2.9296091746e+16,1.9582949028e+08,3.0965111242e+03,9.4941477610e+02,9.9855197370e+02,9.9855197370e-01,2.9338574774e+16,2.9338574774e+16,1.4978279606e+03,2.9956559211e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,5.8592183493e+19,5.8592183493e+16,1.2376168078e+00,1.7502544746e+00,1.7502544746e+00,2.4752336156e+00,1.2376168078e-03,1.7502544746e-03,1.7502544746e-03,2.4752336156e-03,4.1282453070e-09,5.8382205019e-09,0,0.0000000000e+00,inf,1.4873163653e+20,4.7130211590e+12,2.9746327306e+20,9.4260423180e+12,5.2283266185e-20,5.3295888058e-21,-1.5316953629e+00,2025-11-22T13:30:24.788103,1.6180339887e+00
Star_0912,3.5904008899e+01,7.1413073701e+31,8.2540494802e+19,8.2540494802e+16,5.5174127541e+08,8.7242886378e+03,2.6749358266e+03,1.0606498612e+05,1.0606498612e+02,7.7820681282e+14,7.7820681282e+14,1.5909747918e+05,3.1819495837e+05,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.6508098960e+20,1.6508098960e+17,7.5990305561e+00,1.0746652073e+01,1.0746652073e+01,1.5198061112e+01,7.5990305561e-03,1.0746652073e-02,1.0746652073e-02,1.5198061112e-02,2.5347637518e-08,3.5846972753e-08,0,6.6613381478e-16,inf,6.8247814028e+19,2.1626427240e+12,1.3649562806e+20,4.3252854481e+12,6.9959921529e-19,7.1314904719e-20,-5.7745265393e+01,2025-11-22T13:30:24.788604,1.6180339887e+00
Star_0913,5.3655301550e-01,1.0672039478e+30,7.8895541311e+19,7.8895541311e+16,5.2737661304e+08,8.3390277256e+03,2.5568117870e+03,1.5850455113e+03,1.5850455113e+00,4.9774937533e+16,4.9774937533e+16,2.3775682669e+03,4.7551365339e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.5779108262e+20,1.5779108262e+17,9.5016787576e-01,1.3437402964e+00,1.3437402964e+00,1.9003357515e+00,9.5016787576e-04,1.3437402964e-03,1.3437402964e-03,1.9003357515e-03,3.1694188776e-09,4.4822351616e-09,0,0.0000000000e+00,inf,5.2171339257e+20,1.6532099797e+13,1.0434267851e+21,3.3064199595e+13,1.1443219441e-20,1.1664851622e-21,-9.0281899212e-01,2025-11-22T13:30:24.788604,1.6180339887e+00
Star_0914,1.7499684320e-01,3.4806872112e+29,1.0609635169e+20,1.0609635169e+17,7.0920021182e+08,1.1214073744e+04,3.4383236118e+03,5.1696282155e+02,5.1696282155e-01,2.0523013893e+17,2.0523013893e+17,7.7544423232e+02,1.5508884646e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,2.1219270338e+20,2.1219270338e+17,4.6793457475e-01,6.6175942191e-01,6.6175942191e-01,9.3586914950e-01,4.6793457475e-04,6.6175942191e-04,6.6175942191e-04,9.3586914950e-04,1.5608617304e-09,2.2073918281e-09,0,0.0000000000e+00,inf,1.4246073576e+21,4.5143083049e+13,2.8492147152e+21,9.0286166098e+13,2.0638105153e-21,2.1037823805e-22,-2.1896276624e-01,2025-11-22T13:30:24.788604,1.6180339887e+00
Star_0915,1.3642599185e+00,2.7135129779e+30,1.5089801473e+19,1.5089801473e+16,1.0086765690e+08,1.5949478356e+03,4.8902360803e+02,4.0301964532e+03,4.0301964532e+00,3.7441850907e+15,3.7441850907e+15,6.0452946799e+03,1.2090589360e+04,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,3.0179602946e+19,3.0179602946e+16,3.4643921854e+00,4.8993904140e+00,4.8993904140e+00,6.9287843709e+00,3.4643921854e-03,4.8993904140e-03,4.8993904140e-03,6.9287843709e-03,1.1555968447e-08,1.6342607305e-08,0,2.2204460493e-16,inf,2.7367576714e+19,8.6722617418e+11,5.4735153428e+19,1.7344523484e+12,7.9537250613e-19,8.1077727434e-20,-1.2002013215e+01,2025-11-22T13:30:24.788604,1.6180339887e+00
Star_0916,4.4109100060e-01,8.7733000019e+29,8.6171389810e+19,8.6171389810e+16,5.7601196397e+08,9.1080636095e+03,2.7926042651e+03,1.3030386381e+03,1.3030386381e+00,6.6131108696e+16,6.6131108696e+16,1.9545579571e+03,3.9091159142e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.7234277962e+20,1.7234277962e+17,8.2433322243e-01,1.1657832231e+00,1.1657832231e+00,1.6486664449e+00,8.2433322243e-04,1.1657832231e-03,1.1657832231e-03,1.6486664449e-03,2.7496796548e-09,3.8886342600e-09,0,0.0000000000e+00,inf,6.5681061447e+20,2.0813072428e+13,1.3136212289e+21,4.1626144857e+13,7.8857409995e-21,8.0384719668e-22,-6.7952526160e-01,2025-11-22T13:30:24.788604,1.6180339887e+00
Star_0917,4.8424375880e-01,9.6316083625e+29,2.6161700342e+19,2.6161700342e+16,1.7487767608e+08,2.7652151296e+03,8.4783680661e+02,1.4305173470e+03,1.4305173470e+00,1.8288278990e+16,1.8288278990e+16,2.1457760205e+03,4.2915520410e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,5.2323400683e+19,5.2323400683e+16,1.5675423609e+00,2.2168396664e+00,2.2168396664e+00,3.1350847218e+00,1.5675423609e-03,2.2168396664e-03,2.2168396664e-03,3.1350847218e-03,5.2287584930e-09,7.3945811752e-09,0,0.0000000000e+00,inf,1.0486403130e+20,3.3229406323e+12,2.0972806260e+20,6.6458812646e+12,9.3923140361e-20,9.5742242978e-21,-2.4571890533e+00,2025-11-22T13:30:24.788604,1.6180339887e+00
Star_0918,1.6052344118e+00,3.1928112451e+30,2.9496539910e+19,2.9496539910e+16,1.9716938443e+08,3.1176979083e+03,9.5591081149e+02,4.7420656030e+03,4.7420656030e+00,6.2201880740e+15,6.2201880740e+15,7.1130984045e+03,1.4226196809e+04,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,5.8993079820e+19,5.8993079820e+16,2.6878433063e+00,3.8011844573e+00,3.8011844573e+00,5.3756866126e+00,2.6878433063e-03,3.8011844573e-03,3.8011844573e-03,5.3756866126e-03,8.9656802050e-09,1.2679386542e-08,0,2.2204460493e-16,inf,6.8952020284e+19,2.1849576737e+12,1.3790404057e+20,4.3699153474e+12,2.4492708844e-19,2.4967083429e-20,-7.2245016392e+00,2025-11-22T13:30:24.789103,1.6180339887e+00
Star_0919,3.0381079750e-01,6.0427967623e+29,9.9190201399e+19,9.9190201399e+16,6.6303610561e+08,1.0484113878e+04,3.2145121496e+03,8.9749554461e+02,8.9749554461e-01,1.1051887889e+17,1.1051887889e+17,1.3462433169e+03,2.6924866338e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.9838040280e+20,1.9838040280e+17,6.3765749645e-01,9.0178387962e-01,9.0178387962e-01,1.2753149929e+00,6.3765749645e-04,9.0178387962e-04,9.0178387962e-04,1.2753149929e-03,2.1269964585e-09,3.0080272387e-09,0,0.0000000000e+00,inf,9.7737487526e+20,3.0971140874e+13,1.9547497505e+21,6.1942281749e+13,4.0992666316e-21,4.1786611943e-22,-4.0660708277e-01,2025-11-22T13:30:24.789103,1.6180339887e+00
Star_0920,1.0845839890e-01,2.1572375541e+29,9.8090397034e+18,9.8090397034e+15,6.5568447215e+07,1.0367867777e+03,3.1788701764e+02,3.2039983631e+02,3.2039983631e-01,3.0614995989e+16,3.0614995989e+16,4.8059975446e+02,9.6119950893e+02,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.9618079407e+19,1.9618079407e+16,1.2115423555e+00,1.7133796305e+00,1.7133796305e+00,2.4230847110e+00,1.2115423555e-03,1.7133796305e-03,1.7133796305e-03,2.4230847110e-03,4.0412702960e-09,5.7152192619e-09,0,0.0000000000e+00,inf,5.0870705314e+19,1.6119953772e+12,1.0174141063e+20,3.2239907543e+12,1.4964103761e-19,1.5253928400e-20,-1.4678348791e+00,2025-11-22T13:30:24.789103,1.6180339887e+00
Star_0921,3.3346337480e-01,6.6325865248e+29,1.7311808531e+19,1.7311808531e+16,1.1572064526e+08,1.8298074760e+03,5.6103342939e+02,9.8509301064e+02,9.8509301064e-01,1.7573780693e+16,1.7573780693e+16,1.4776395160e+03,2.9552790319e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,3.4623617062e+19,3.4623617062e+16,1.5990907234e+00,2.2614557886e+00,2.2614557886e+00,3.1981814469e+00,1.5990907234e-03,2.2614557886e-03,2.2614557886e-03,3.1981814469e-03,5.3339925030e-09,7.5434045394e-09,0,2.2204460493e-16,inf,6.8021969865e+19,2.1554861544e+12,1.3604393973e+20,4.3109723087e+12,1.4770791493e-19,1.5056872062e-20,-2.5570911418e+00,2025-11-22T13:30:24.789103,1.6180339887e+00
Star_0922,1.1271800507e+00,2.2419611208e+30,2.7912800337e+19,2.7912800337e+16,1.8658288995e+08,2.9503012723e+03,9.0458568029e+02,3.3298325201e+03,3.3298325201e+00,8.3826439223e+15,8.3826439223e+15,4.9947487802e+03,9.9894975603e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,5.5825600674e+19,5.5825600674e+16,2.3153422448e+00,3.2743884041e+00,3.2743884041e+00,4.6306844895e+00,2.3153422448e-03,3.2743884041e-03,3.2743884041e-03,4.6306844895e-03,7.7231504094e-09,1.0922184053e-08,0,2.2204460493e-16,inf,7.5747461247e+19,2.4002922037e+12,1.5149492249e+20,4.8005844074e+12,1.9205560337e-19,1.9577533473e-20,-5.3608097103e+00,2025-11-22T13:30:24.789103,1.6180339887e+00
Star_0923,1.8411154017e+00,3.6619785340e+30,5.3656766486e+19,5.3656766486e+16,3.5866822517e+08,5.6713631208e+03,1.7388847421e+03,5.4388878991e+03,5.4388878991e+00,9.8653929777e+15,9.8653929777e+15,8.1583318486e+03,1.6316663697e+04,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.0731353297e+20,1.0731353297e+17,2.1342658251e+00,3.0183076755e+00,3.0183076755e+00,4.2685316501e+00,2.1342658251e-03,3.0183076755e-03,3.0183076755e-03,4.2685316501e-03,7.1191444885e-09,1.0067990688e-08,0,2.2204460493e-16,inf,1.5796317537e+20,5.0055509726e+12,3.1592635074e+20,1.0011101945e+13,8.4893125516e-20,8.6537334878e-21,-4.5550906121e+00,2025-11-22T13:30:24.789103,1.6180339887e+00
Star_0924,1.8796265030e-01,3.7385771145e+29,6.2557684768e+19,6.2557684768e+16,4.1816634203e+08,6.6121641230e+03,2.0273417626e+03,5.5526545661e+02,5.5526545661e-01,1.1266266256e+17,1.1266266256e+17,8.3289818491e+02,1.6657963698e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.2511536954e+20,1.2511536954e+17,6.3156157591e-01,8.9316294613e-01,8.9316294613e-01,1.2631231518e+00,6.3156157591e-04,8.9316294613e-04,8.9316294613e-04,1.2631231518e-03,2.1066626563e-09,2.9792708999e-09,0,0.0000000000e+00,inf,6.2236453384e+20,1.9721542001e+13,1.2447290677e+21,3.9443084001e+13,6.3760355846e-21,6.4995265898e-22,-3.9887002417e-01,2025-11-22T13:30:24.789602,1.6180339887e+00
Star_0925,4.6803987520e-01,9.3093131177e+29,1.8961770641e+19,1.8961770641e+16,1.2674980375e+08,2.0042036403e+03,6.1450467124e+02,1.3826490242e+03,1.3826490242e+00,1.3714088181e+16,1.3714088181e+16,2.0739735362e+03,4.1479470725e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,3.7923541281e+19,3.7923541281e+16,1.8101819759e+00,2.5599839007e+00,2.5599839007e+00,3.6203639518e+00,1.8101819759e-03,2.5599839007e-03,2.5599839007e-03,3.6203639518e-03,6.0381171293e-09,8.5391871355e-09,0,2.2204460493e-16,inf,6.5816763327e+19,2.0856073760e+12,1.3163352665e+20,4.1712147519e+12,1.7280869218e-19,1.7615564952e-20,-3.2767587858e+00,2025-11-22T13:30:24.789602,1.6180339887e+00
Star_0926,1.6247608474e+01,3.2316493255e+31,1.9332706678e+19,1.9332706678e+16,1.2922932271e+08,2.0434104934e+03,6.2652580219e+02,4.7997491650e+04,4.7997491650e+01,4.0278577095e+14,4.0278577095e+14,7.1996237475e+04,1.4399247495e+05,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,3.8665413356e+19,3.8665413356e+16,1.0562546773e+01,1.4937696899e+01,1.4937696899e+01,2.1125093545e+01,1.0562546773e-02,1.4937696899e-02,1.4937696899e-02,2.1125093545e-02,3.5232863572e-08,4.9826793505e-08,0,1.3322676296e-15,inf,1.1500160062e+19,3.6441808192e+11,2.3000320124e+19,7.2883616383e+11,5.7709143465e-18,5.8826853685e-19,-1.1156739433e+02,2025-11-22T13:30:24.789602,1.6180339887e+00
Star_0927,1.7993330880e-01,3.5788735120e+29,5.2092983309e+19,5.2092983309e+16,3.4821512907e+08,5.5060758174e+03,1.6882063489e+03,5.3154576567e+02,5.3154576567e-01,9.8002818710e+16,9.8002818710e+16,7.9731864850e+02,1.5946372970e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.0418596662e+20,1.0418596662e+17,6.7715239941e-01,9.5763810704e-01,9.5763810704e-01,1.3543047988e+00,6.7715239941e-04,9.5763810704e-04,9.5763810704e-04,1.3543047988e-03,2.2587372742e-09,3.1943368870e-09,0,0.0000000000e+00,inf,4.8336219087e+20,1.5316823550e+13,9.6672438174e+20,3.0633647101e+13,8.8022482665e-21,8.9727301391e-22,-4.5853537203e-01,2025-11-22T13:30:24.789602,1.6180339887e+00
Star_0928,1.0346882465e+00,2.0579949223e+30,5.5319922776e+19,5.5319922776e+16,3.6978558005e+08,5.8471538713e+03,1.7927835751e+03,3.0566000252e+03,3.0566000252e+00,1.8098515449e+16,1.8098515449e+16,4.5849000378e+03,9.1698000756e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.1063984555e+20,1.1063984555e+17,1.5757387991e+00,2.2284311804e+00,2.2284311804e+00,3.1514775981e+00,1.5757387991e-03,2.2284311804e-03,2.2284311804e-03,3.1514775981e-03,5.2560988678e-09,7.4332463040e-09,0,0.0000000000e+00,inf,2.2058562383e+20,6.9899366184e+12,4.4117124766e+20,1.3979873237e+13,4.4883518238e-20,4.5752821854e-21,-2.4829527629e+00,2025-11-22T13:30:24.789602,1.6180339887e+00
Star_0929,1.6619797044e+00,3.3056776321e+30,7.8629387188e+19,7.8629387188e+16,5.2559750794e+08,8.3108960140e+03,2.5481863820e+03,4.9096983787e+03,4.9096983787e+00,1.6015115619e+16,1.6015115619e+16,7.3645475681e+03,1.4729095136e+04,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.5725877438e+20,1.5725877438e+17,1.6750997196e+00,2.3689487418e+00,2.3689487418e+00,3.3501994392e+00,1.6750997196e-03,2.3689487418e-03,2.3689487418e-03,3.3501994392e-03,5.5875312233e-09,7.9019624362e-09,0,2.2204460493e-16,inf,2.9493349233e+20,9.3458784041e+12,5.8986698465e+20,1.8691756808e+13,3.5685882479e-20,3.6377046360e-21,-2.8059590706e+00,2025-11-22T13:30:24.789602,1.6180339887e+00
Star_0930,1.4637168046e+00,2.9113327243e+30,2.5428475129e+19,2.5428475129e+16,1.6997643803e+08,2.6877153715e+03,8.2407476843e+02,4.3240046815e+03,4.3240046815e+00,5.8807695648e+15,5.8807695648e+15,6.4860070223e+03,1.2972014045e+04,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,5.0856950259e+19,5.0856950259e+16,2.7643219613e+00,3.9093416084e+00,3.9093416084e+00,5.5286439226e+00,2.7643219613e-03,3.9093416084e-03,3.9093416084e-03,5.5286439226e-03,9.2207855386e-09,1.3040159964e-08,0,2.2204460493e-16,inf,5.7797833810e+19,1.8315028332e+12,1.1559566762e+20,3.6630056665e+12,3.0050861748e-19,3.0632886593e-20,-7.6414759057e+00,2025-11-22T13:30:24.789602,1.6180339887e+00
Star_0931,1.1822954911e+00,2.3515857318e+30,1.4401524828e+19,1.4401524828e+16,9.6266877192e+07,1.5221990094e+03,4.6671824312e+02,3.4926505062e+03,3.4926505062e+00,4.1233798808e+15,4.1233798808e+15,5.2389757593e+03,1.0477951519e+04,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,2.8803049656e+19,2.8803049656e+16,3.3012546909e+00,4.6686791567e+00,4.6686791567e+00,6.6025093818e+00,3.3012546909e-03,4.6686791567e-03,4.6686791567e-03,6.6025093818e-03,1.1011800340e-08,1.5573037387e-08,0,2.2204460493e-16,inf,2.7410017606e+19,8.6857104488e+11,5.4820035212e+19,1.7371420898e+12,7.5674504363e-19,7.7140167546e-20,-1.0898282534e+01,2025-11-22T13:30:24.789602,1.6180339887e+00
Star_0932,9.9022186050e-01,1.9695512805e+30,2.3490417172e+18,2.3490417172e+15,1.5702150516e+07,2.4828683197e+02,7.6126704386e+01,2.9252406935e+03,2.9252406935e+00,8.0302510575e+14,8.0302510575e+14,4.3878610402e+03,8.7757220805e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,4.6980834345e+18,4.6980834345e+15,7.4806811382e+00,1.0579280721e+01,1.0579280721e+01,1.4961362276e+01,7.4806811382e-03,1.0579280721e-02,1.0579280721e-02,1.4961362276e-02,2.4952866353e-08,3.5288682017e-08,0,6.6613381478e-16,inf,1.9730107635e+18,6.2520938331e+10,3.9460215269e+18,1.2504187666e+11,2.3822731576e-17,2.4284130047e-18,-5.5960590292e+01,2025-11-22T13:30:24.789602,1.6180339887e+00
Star_0933,3.6110241940e-01,7.1823271219e+29,1.1647436252e+20,1.1647436252e+17,7.7857194195e+08,1.2310999103e+04,3.7746495938e+03,1.0667422462e+03,1.0667422462e+00,1.0918697832e+17,1.0918697832e+17,1.6001133694e+03,3.2002267387e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,2.3294872503e+20,2.3294872503e+17,6.4153489130e-01,9.0726734401e-01,9.0726734401e-01,1.2830697826e+00,6.4153489130e-04,9.0726734401e-04,9.0726734401e-04,1.2830697826e-03,2.1399300556e-09,3.0263181071e-09,0,0.0000000000e+00,inf,1.1407485597e+21,3.6148140532e+13,2.2814971193e+21,7.2296281064e+13,3.5335416985e-21,3.6019793053e-22,-4.1156701676e-01,2025-11-22T13:30:24.789602,1.6180339887e+00
Star_0934,3.8815937400e-01,7.7204899489e+29,1.1807001475e+19,1.1807001475e+16,7.8923806652e+07,1.2479654873e+03,3.8263607853e+02,1.1466719143e+03,1.1466719143e+00,1.0296756489e+16,1.0296756489e+16,1.7200078715e+03,3.4400157430e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,2.3614002950e+19,2.3614002950e+16,2.0890819852e+00,2.9544080764e+00,2.9544080764e+00,4.1781639704e+00,2.0890819852e-03,2.9544080764e-03,2.9544080764e-03,4.1781639704e-03,6.9684274219e-09,9.8548445685e-09,0,2.2204460493e-16,inf,3.5511089903e+19,1.1252785352e+12,7.1022179805e+19,2.2505570704e+12,3.6963352212e-19,3.7679258116e-20,-4.3642635409e+00,2025-11-22T13:30:24.789602,1.6180339887e+00
Star_0935,1.6928477470e-01,3.3670741688e+29,7.5556097758e+18,7.5556097758e+15,5.0505412940e+07,7.9860583192e+02,2.4485885782e+02,5.0008864831e+02,5.0008864831e-01,1.5108540858e+16,1.5108540858e+16,7.5013297246e+02,1.5002659449e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.5111219552e+19,1.5111219552e+16,1.7246240712e+00,2.4389867514e+00,2.4389867514e+00,3.4492481423e+00,1.7246240712e-03,2.4389867514e-03,2.4389867514e-03,3.4492481423e-03,5.7527266785e-09,8.1355840894e-09,0,2.2204460493e-16,inf,2.7526750394e+19,8.7227008371e+11,5.5053500788e+19,1.7445401674e+12,3.9365825858e-19,4.0128262852e-20,-2.9743281868e+00,2025-11-22T13:30:24.789602,1.6180339887e+00
Star_0936,2.7396521010e-01,5.4491680289e+29,5.4410695428e+19,5.4410695428e+16,3.6370785714e+08,5.7510512026e+03,1.7633177376e+03,8.0932790232e+02,8.0932790232e-01,6.7229481737e+16,6.7229481737e+16,1.2139918535e+03,2.4279837070e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.0882139086e+20,1.0882139086e+17,8.1757164982e-01,1.1562209154e+00,1.1562209154e+00,1.6351432996e+00,8.1757164982e-04,1.1562209154e-03,1.1562209154e-03,1.6351432996e-03,2.7271254763e-09,3.8567378349e-09,0,0.0000000000e+00,inf,4.1815598931e+20,1.3250563709e+13,8.3631197863e+20,2.6501127419e+13,1.2284779625e-20,1.2522711137e-21,-6.6842340259e-01,2025-11-22T13:30:24.790608,1.6180339887e+00
Star_0937,1.4625879133e+00,2.9090873596e+30,5.4025626680e+19,5.4025626680e+16,3.6113386818e+08,5.7103505634e+03,1.7508386000e+03,4.3206697938e+03,4.3206697938e+00,1.2503993422e+16,1.2503993422e+16,6.4810046907e+03,1.2962009381e+04,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.0805125336e+20,1.0805125336e+17,1.8957511880e+00,2.6809970410e+00,2.6809970410e+00,3.7915023761e+00,1.8957511880e-03,2.6809970410e-03,2.6809970410e-03,3.7915023761e-03,6.3235452976e-09,8.9428435222e-09,0,2.2204460493e-16,inf,1.7905990296e+20,5.6740659290e+12,3.5811980592e+20,1.1348131858e+13,6.6521626639e-20,6.7810016962e-21,-3.5938725670e+00,2025-11-22T13:30:24.790608,1.6180339887e+00
Star_0938,3.5764356140e-01,7.1135304362e+29,3.8006622892e+19,3.8006622892e+16,2.5405496585e+08,4.0171887635e+03,1.2317018146e+03,1.0565243420e+03,1.0565243420e+00,3.5973258146e+16,3.5973258146e+16,1.5847865130e+03,3.1695730259e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,7.6013245784e+19,7.6013245784e+16,1.1176757236e+00,1.5806321667e+00,1.5806321667e+00,2.2353514472e+00,1.1176757236e-03,1.5806321667e-03,1.5806321667e-03,2.2353514472e-03,3.7281649147e-09,5.2724213852e-09,0,0.0000000000e+00,inf,2.1366005316e+20,6.7704785270e+12,4.2732010633e+20,1.3540957054e+13,3.2867930064e-20,3.3504515865e-21,-1.2491990232e+00,2025-11-22T13:30:24.790608,1.6180339887e+00
Star_0939,4.2654442860e+01,8.4839686848e+31,3.2493293647e+19,3.2493293647e+16,2.1720116074e+08,3.4344460043e+03,1.0530282803e+03,1.2600662234e+05,1.2600662234e+02,2.5786972972e+14,2.5786972972e+14,1.8900993351e+05,3.7801986703e+05,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,6.4986587293e+19,6.4986587293e+16,1.3200960226e+01,1.8668976989e+01,1.8668976989e+01,2.6401920453e+01,1.3200960226e-02,1.8668976989e-02,1.8668976989e-02,2.6401920453e-02,4.4033663537e-08,6.2273004175e-08,0,1.9984014443e-15,inf,1.5465646568e+19,4.9007676655e+11,3.0931293136e+19,9.8015353311e+11,5.3631174727e-18,5.4669902881e-19,-1.7426535090e+02,2025-11-22T13:30:24.790608,1.6180339887e+00
Star_0940,1.3023638156e+00,2.5904016292e+30,1.3642577462e+19,1.3642577462e+16,9.1193699610e+07,1.4419804948e+03,4.4212261275e+02,3.8473475320e+03,3.8473475320e+00,3.5459696188e+15,3.5459696188e+15,5.7710212980e+03,1.1542042596e+04,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,2.7285154923e+19,2.7285154923e+16,3.5599032904e+00,5.0344635140e+00,5.0344635140e+00,7.1198065807e+00,3.5599032904e-03,5.0344635140e-03,5.0344635140e-03,7.1198065807e-03,1.1874559200e-08,1.6793162668e-08,0,2.2204460493e-16,inf,2.4078980598e+19,7.6301685166e+11,4.8157961196e+19,1.5260337033e+12,9.2892354633e-19,9.4691493000e-20,-1.2672911437e+01,2025-11-22T13:30:24.790608,1.6180339887e+00
Star_0941,2.2926178250e-01,4.5600168539e+29,3.8565214766e+19,3.8565214766e+16,2.5778886876e+08,4.0762302892e+03,1.2498044128e+03,6.7726831974e+02,6.7726831974e-01,5.6942298409e+16,5.6942298409e+16,1.0159024796e+03,2.0318049592e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,7.7130429532e+19,7.7130429532e+16,8.8835839056e-01,1.2563284842e+00,1.2563284842e+00,1.7767167811e+00,8.8835839056e-04,1.2563284842e-03,1.2563284842e-03,1.7767167811e-03,2.9632446276e-09,4.1906607410e-09,0,0.0000000000e+00,inf,2.7276422822e+20,8.6433768164e+12,5.4552845644e+20,1.7286753633e+13,2.0463535206e-20,2.0859872789e-21,-7.8918063008e-01,2025-11-22T13:30:24.790608,1.6180339887e+00
Star_0942,1.0187654910e+01,2.0263245616e+31,4.8510336662e+19,4.8510336662e+16,3.2426695630e+08,5.1274005562e+03,1.5721015219e+03,3.0095621903e+04,3.0095621903e+01,1.6118735416e+15,1.6118735416e+15,4.5143432854e+04,9.0286865708e+04,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,9.7020673324e+19,9.7020673324e+16,5.2800765852e+00,7.4671559172e+00,7.4671559172e+00,1.0560153170e+01,5.2800765852e-03,7.4671559172e-03,7.4671559172e-03,1.0560153170e-02,1.7612439687e-08,2.4907751072e-08,0,4.4408920985e-16,inf,5.7726328329e+19,1.8292369613e+12,1.1545265666e+20,3.6584739225e+12,5.7470656079e-19,5.8583747278e-20,-2.7879208746e+01,2025-11-22T13:30:24.790608,1.6180339887e+00
Star_0943,1.8330815096e+00,3.6459991226e+30,5.2390050390e+19,5.2390050390e+16,3.5020087159e+08,5.5374749382e+03,1.6978335674e+03,5.4151547651e+03,5.4151547651e+00,9.6747097106e+15,9.6747097106e+15,8.1227321476e+03,1.6245464295e+04,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.0478010078e+20,1.0478010078e+17,2.1551958080e+00,3.0479071413e+00,3.0479071413e+00,4.3103916160e+00,2.1551958080e-03,3.0479071413e-03,3.0479071413e-03,4.3103916160e-03,7.1889593967e-09,1.0166723878e-08,0,2.2204460493e-16,inf,1.5273618927e+20,4.8399177781e+12,3.0547237855e+20,9.6798355562e+12,8.8659372080e-20,9.0376526076e-21,-4.6448689709e+00,2025-11-22T13:30:24.791113,1.6180339887e+00
